ID;ames;set;_Numb._of_atoms;_Numb._of_bonds;_Numb._of_rings;_MaxRing1;_MaxRing2;_MaxRing3;Numb._of_rot._bonds;Numb._of_rig._bonds;Max._flex._chain_1;Max._flex._chain_2;Max._flex._chain_3;_Max._rig._chain;_Num._rig._frag.;_Part._flex._chain;_Min_eV_#1;_Min_eV_#2;_Min_eV_#3;_Max_eV_#1;_Max_eV_#2;_Max_eV_#3;_Graph_radius;_Graph_diameter;_Wiener_index;_Balaban_index;_Motoc_index;_Randic_index;_Inform_content;_K&H_Kappa1;_K&H_Kappa2;_K&H_Kappa3;_Kier_Chi0;_Kier_Chi2;_Kier_Chi3p;_Kier_Chi3c;_Kier_Chi4p;_Kier_Chi4c;_Kier_Chi5p;_Kier_Chi5c;_Kier_Chi6p;_Carbon_count;_Nitrogen_count;_Oxygen_count;_Silicon_count;_Phosphorous_count;_Sulphur_count;_Fluorine_count;_Clorine_count;_Bromine_count;_Iodine_count;Max._pos._charge_Gast.;Max._neg._charge_Gast.;Charge_range_Gast.;Aver._pos._charge_Gast.;Aver._neg._charge_Gast.;Dipole_moment_Gast.;_HMO_pi-energy;_HMO_reson._energy;_HMO_HOMO_energy;_HMO_LUMO_energy;Max.pos.chrg.(G+H);Max.neg.chrg.(G+H);Charge_range_(G+H);Aver._pos._charge_(G+H);Aver._neg._charge_(G+H);Dip._mom._2D_(G+H);_Mol._weight;_Polar_count;_Nonpolar_count;_Polar_count_/_MW;Nonpolar_count_/_MW;_Min._dist_DD;_Min._dist_DA;_Min._dist_AA;_Mol._volume_2D;_PSA;_NPSA;_TSA;_Polarizability;_HB-donors;_HB-acceptors;_Pos._ioniz.;_Neg._ioniz.;_GClogP;_NNlogP;_CMR;_Lipinski;_HYBOT_HB-Donors;HYBOT_HB-Acceptors;_HYBOT_max_donor;HYBOT_max_acceptor;_HYBOT_sum_donor;HYBOT_sum_acceptor;_HYBOT_sum_total
2596;1;tr;21;22;2;6;5;0;8;10;6;1;0;5;2;7;2.88234;4.01215;4.0474;9.31875;8.70458;8.4594;6;11;1043;1.44923;5.71922;9.03348;2.75555;17.35537;8.02222;10.368;14.62096;8.42338;5.1437;2.17907;3.04526;2.03982;2.35353;0.25;1.29038;18;1;2;0;0;0;0;0;0;0;0.20439;-0.37951;0.5839;0.04624;-0.09825;3.64554;-12.19732;6.19732;-0.82741;1;0.13405;-0.37951;0.51357;0.07404;-0.10108;2.62973;291.42838;3;15;0.01029;0.05147;3;3;3;579.57996;46.23695;348.52905;394.76599;38.07766;2;3;1;0;3.572;3.81377;8.70755;0;2;3;-2.00049;2.01;-3.5063;4.63918;8.14548
2597;0;tr;12;12;1;6;0;0;0;6;0;0;0;5;1;0;2.85222;4.28779;4.33066;17.09367;9.9315;9.5;4;5;174;2.32643;2.86039;4.5;2.02281;10.08333;3.39506;2.04082;9;3.75;3.375;0.75;1.6875;2.25;0.76562;0;0.28125;6;0;0;0;0;0;5;1;0;0;0.19813;-0.19959;0.39772;0.1785;-0.1785;1.58593;-42.60612;36.60612;-0.77934;1.09705;0.18114;-0.17426;0.3554;0.15527;-0.15527;1.38235;202.50922;0;12;0;0.05926;?;?;?;164.89001;0;149.01646;149.01646;11.62273;0;0;0;0;3.5219;4.12586;3.265;0;0;0;0;0.11869;0;0.4779;0.4779
2598;0;tr;16;15;0;0;0;0;7;6;5;1;1;2;4;7;3.40175;3.40262;4.28093;9.63711;9.63468;8.45292;6;11;588;3.34959;5.73876;6.12132;2.07944;16;9.07407;8.81661;11.07107;4.68198;2.91421;0.60355;1.45711;1.10355;0.90533;0;0.55178;12;0;4;0;0;0;0;0;0;0;0.29307;-0.30951;0.60257;0.05975;-0.14341;4.38452;-20.29641;11.89641;-1.06878;0.50028;0.65281;-0.84251;1.49532;0.2577;-0.2249;11.96251;226.26892;4;8;0.01768;0.03536;?;?;9;396.14005;54.12859;255.27551;309.40411;25.40135;0;2;0;0;2.7912;2.63245;6.1205;0;0;4;0;1.45;0;3.39;3.39
2599;0;tr;16;18;3;9;6;6;1;16;1;0;0;8;3;1;2.8018;2.84694;3.82947;10.05811;9.10835;8.65507;4;8;423;1.16288;3.99479;5.68916;2.77259;11.11111;4.704;4.81664;9.40326;4.36009;3.25675;0.50396;2.18196;1.12368;1.1937;0;0.7453;14;1;1;0;0;0;0;0;0;0;0.23365;-0.43282;0.66647;0.07396;-0.09245;2.95787;-20.94615;5.34615;-0.73655;-0.61223;0.55507;-1.06809;1.62316;0.18318;-0.23328;5.75585;209.24324;0;14;0;0.06691;?;?;2;344.97003;19.66001;210.39626;230.05626;24.92336;0;2;0;0;3.7669;4.24083;6.39038;0;0;2;0;1.07395;0;2.26748;2.26748
2600;0;tr;10;10;1;6;0;0;1;7;1;0;0;5;2;1;2.88627;4.16907;4.39177;9.95528;9.01487;8;3;5;117;1.96804;2.87904;3.42492;2.30258;8.1;3.40828;3.70248;6.51651;2.64981;1.51087;0.42678;0.91053;0.61572;0.44858;0;0.14786;7;1;2;0;0;0;0;0;0;0;0.11312;-0.13326;0.24638;0.04884;-0.05494;1.16168;-15.55121;8.15121;-1;-0.33807;0.53992;-0.55204;1.09196;0.15366;-0.2188;2.89698;137.13599;3;4;0.02188;0.02917;?;?;2;208.11002;44.63116;118.73035;163.36151;14.35842;0;2;0;0;2.2106;2.35125;3.80549;0;0;2;0;0.52;0;1.34;1.34
2601;0;tr;11;11;1;6;0;0;2;8;1;1;0;5;2;2;2.94821;4.03503;4.45055;35.03448;9.49208;9.06132;4;7;168;1.84952;3.45885;4.032;2.14584;9.09091;4.7929;5.28926;7.00807;2.76593;1.79695;0.29463;1.00954;0.46017;0.48969;0;0.24152;8;1;1;0;0;0;0;0;1;0;0.21839;-0.27247;0.49086;0.07678;-0.10557;2.32836;-14.87322;6.87322;-0.76997;0.76985;0.61667;-0.84575;1.46241;0.18956;-0.18344;4.55485;214.05922;2;7;0.00934;0.0327;?;2;?;246.95006;32.54279;165.31975;197.86255;18.61537;1;1;0;0;1.6275;1.69028;4.80326;0;1;2;-2.53;2;-2.53;2.82508;5.35507
2604;0;tr;12;12;1;6;0;0;2;8;1;1;0;5;2;2;2.89474;3.97126;4.5;17.09364;9.56054;8.91179;4;8;211;1.93738;3.6411;4.48558;2.25386;10.08333;4.88889;4.59184;7.93072;3.21958;2.01159;0.375;1.23538;0.63925;0.60097;0;0.35256;8;1;2;0;0;0;0;1;0;0;0.23633;-0.37588;0.61221;0.09495;-0.14242;3.05994;-19.04074;11.04074;-0.95927;0.54024;0.5833;-0.87521;1.45851;0.19647;-0.18856;4.86648;185.60762;3;6;0.01616;0.03233;2;2;4;254.12003;55.40372;145.44073;200.84445;17.99543;2;2;0;0;1.1454;1.0709;4.75347;0;2;3;-2.00049;2.02345;-3.86049;4.02093;7.88142
2605;1;tr;17;19;3;14;10;10;1;16;1;0;0;13;3;1;2.33708;3.03103;3.65661;9.68272;9.09247;8.63845;4;8;478;1.24131;3.94819;6.19741;2.83321;12.0554;4.93827;4;10.32591;4.69919;3.46737;0.59552;2.43021;1.19072;1.5292;0;1.01358;15;1;1;0;0;0;0;0;0;0;0.21437;-0.35631;0.57068;0.06944;-0.06944;4.02803;-26.88141;10.88141;-0.49485;0.6562;0.12192;-0.29537;0.41729;0.09412;-0.07555;2.28949;223.26982;2;13;0.00896;0.05823;7;7;7;378.74005;37.14223;210.63121;247.77344;27.17097;2;2;1;0;3.1881;3.71796;6.94493;0;2;2;-2.64;1.214;-4.115;3.59565;7.71065
2606;1;tr;23;28;6;23;22;19;0;28;0;0;0;22;6;0;2.28482;2.85496;3.07112;9.73702;9.27076;8.99102;5;9;971;0.87668;4.25334;8.45923;3.13549;14.19898;6.06375;3.9837;12.79001;6.44438;5.29258;0.81455;4.36876;1.97356;2.93785;0;2.12809;22;0;1;0;0;0;0;0;0;0;0.12235;-0.3504;0.47275;0.06617;-0.05042;3.26628;-27.84928;5.84928;-0.51514;0.51514;0.12235;-0.3504;0.47275;0.12221;-0.05042;2.04961;294.34595;1;21;0.0034;0.07134;?;?;?;487.51004;8.79277;274.00305;282.79584;36.54404;0;1;0;0;4.5987;5.61686;9.19904;1;0;1;0;0.7077;0;2.80402;2.80402
2608;1;tr;21;25;5;18;18;18;0;24;0;0;0;19;5;0;2.13407;2.68349;3.23896;9.87619;9.35574;8.86971;5;9;778;0.96659;4.15761;7.38675;3.04452;13.44;5;3.5046;11.85085;5.90264;4.72484;0.73584;3.70105;1.79708;2.38978;0;1.68356;20;0;1;0;0;0;0;0;0;0;0.21014;-0.35103;0.56117;0.06354;-0.05295;4.08917;-32.4305;8.4305;-0.32712;0.40155;0.15345;-0.28235;0.43579;0.07732;-0.05291;2.02474;268.30869;1;19;0.00373;0.07081;?;?;?;437.39008;22.87096;238.75311;261.62408;32.98487;1;1;0;0;4.5862;5.54013;8.46689;1;1;1;-2.10524;0.7702;-2.10524;2.88513;4.99037
2610;1;tr;32;35;4;6;6;6;5;28;1;1;1;7;8;5;2.82478;2.90364;2.96013;16.4473;9.95611;9.67529;10;19;3462;0.94937;8.2489;11.09966;3.29245;25.10367;11.62016;10.87047;19.11844;8.75257;6.11803;1.21297;4.00049;2.29987;2.36129;0;1.4978;21;5;5;0;0;1;0;0;0;0;0.2395;-0.35581;0.59531;0.08956;-0.11195;5.5914;-54.10573;26.10573;-0.60237;-0.55086;0.58322;-0.83567;1.41888;0.23746;-0.23905;21.0941;447.42343;8;13;0.01788;0.02906;6;2;1;607.03009;150.70468;289.29868;440.00336;43.42043;2;8;1;0;2.7203;2.05327;11.83566;0;2;9;-2.00049;2.02345;-2.96049;9.99711;12.9576
2611;1;tr;24;27;4;18;14;14;2;23;2;0;0;17;5;2;2.23329;2.7221;3.34743;9.77406;9.57913;9.27777;5;9;1173;1.16449;4.72543;8.62605;3.17805;17.41564;7.31887;5.25;14.39482;6.8155;5.09278;0.8979;3.86025;1.94181;2.54278;0;1.8046;22;0;2;0;0;0;0;0;0;0;0.26983;-0.30574;0.57557;0.05851;-0.05851;3.11015;-32.67845;9.67845;-0.45231;0.45231;0.70364;-0.80494;1.50858;0.26926;-0.07917;6.72599;314.37711;2;20;0.00636;0.06362;?;?;?;534.78003;27.06429;319.405;346.4693;38.56299;0;1;0;0;4.816;4.93804;9.65553;0;0;2;0;1.482;0;3.77659;3.77659
2612;1;tr;21;25;5;19;18;15;0;23;0;0;0;18;5;0;2.41771;2.85836;3.43341;9.61768;9.25813;8.92517;5;9;773;0.97307;4.10052;7.88188;3.04452;13.44;5.57099;3.5046;12.48061;6.14879;5.10285;0.92021;4.14183;2.23173;2.76597;0;1.80656;20;0;1;0;0;0;0;0;0;0;0.1222;-0.3504;0.4726;0.05465;-0.05177;3.26628;-22.06955;5.06955;-0.56524;0.56524;0.1222;-0.3504;0.4726;0.12214;-0.05177;2.04975;272.34045;1;19;0.00367;0.06977;?;?;?;472.2301;8.79277;274.55692;283.3497;34.55905;0;1;0;0;4.6627;5.66888;8.52058;1;0;1;0;0.7077;0;2.07978;2.07978
2613;1;tr;14;16;3;12;10;10;0;16;0;0;0;13;4;0;2.43682;3.4089;3.48786;9.69701;9.28137;8.54529;3;6;257;1.25996;3.09732;4.75227;2.63906;9.24219;3.53875;2.75;7.82591;3.6095;2.74696;0.4034;2.05665;0.9462;1.15514;0;0.68164;13;0;1;0;0;0;0;0;0;0;0.18875;-0.28101;0.46977;0.064;-0.064;2.38827;-20.46781;5.46781;-0.66794;0.13759;0.3897;-0.9349;1.3246;0.08628;-0.19612;5.23219;180.20203;1;12;0.00555;0.06659;?;?;?;288.10007;18.27152;171.05495;189.32648;21.66275;0;1;0;0;2.7804;3.11804;5.65206;0;0;1;0;1.70624;0;2.83561;2.83561
2616;1;tr;29;32;4;14;10;10;5;22;2;1;0;14;6;3;2.63702;2.96665;3.86465;9.76912;9.38995;9.30091;6;12;2064;1.16982;5.75656;11.45418;3.3673;22.20312;8.85938;5.62664;18.88639;9.73986;8.43864;1.6032;6.17818;4.40944;4.02055;0;2.58325;20;0;9;0;0;0;0;0;0;0;0.21438;-0.38855;0.60293;0.10554;-0.22515;6.63222;-32.67689;16.67689;-0.73175;0.02598;0.46917;-0.82927;1.29844;0.14096;-0.31641;8.49306;402.35153;9;11;0.02237;0.02734;3;3;2;589.09003;167.5475;235.3372;402.8847;38.15294;5;9;0;0;0.3692;0.44365;9.74691;0;5;9;-2.10524;1.71;-8.23268;12.37398;20.60666
2618;1;tr;3;3;1;3;0;0;0;3;0;0;0;2;1;0;5;6.78301;16.21699;16.21699;6.78301;5;1;1;3;1.5;1;1.5;0.63651;1.33333;0;0;2.12132;0.35355;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0.03699;-0.15552;0.19251;0.02592;-0.15552;0.38503;?;?;?;?;?;?;?;?;?;?;60.11816;0;2;0;0.03327;?;?;?;83.89;0;68.37206;68.37206;7.18154;0;0;0;0;0.6138;0.76789;1.72631;0;0;0;0;1.1;0;1.1;1.1
2619;0;tr;10;11;2;6;5;5;0;9;0;0;0;7;3;0;3.32531;4.02816;4.51994;8.79044;7.78703;7.48772;3;4;98;1.562;2.34758;4.3139;2.16396;6.69421;1.77778;2.65089;6.98313;4.45382;3.77367;1.21809;2.03466;2.82165;1.04892;0.38952;0.49791;10;0;0;0;0;0;0;0;0;0;0.05122;-0.09584;0.14706;0.02851;-0.04561;0.60762;-2.2;0;-1.1;1.1;-0.0066;-0.09572;0.08912;0;-0.04561;0.19926;136.23404;0;10;0;0.0734;?;?;?;296.30005;0;194.88068;194.88068;20.33665;0;0;0;0;2.9267;3.87606;4.32617;0;0;0;0;0.06042;0;0.12058;0.12058
2620;0;tr;18;17;0;0;0;0;9;6;7;1;1;2;4;9;3.4021;3.40226;4.15994;9.636;9.6358;8.43288;7;13;861;3.2824;6.64359;7.12132;2.19722;18;10.88;10.63712;12.48528;5.38909;3.41421;0.60355;1.81066;1.10355;1.15533;0;0.72855;14;0;4;0;0;0;0;0;0;0;0.29879;-0.30665;0.60544;0.05432;-0.12675;5.47547;-20.29641;11.89641;-1.06878;0.50028;0.65853;-0.83627;1.4948;0.26083;-0.19498;14.94794;254.32208;4;10;0.01573;0.03932;?;?;11;463.68008;54.12859;300.39075;354.51935;29.80029;0;2;0;0;3.7036;3.61378;7.04597;0;0;4;0;1.45;0;3.39;3.39
2621;0;tr;13;14;2;6;6;0;1;12;1;0;0;5;2;1;2.7639;3.12037;4.1633;35.03463;9.23262;8.87218;4;8;252;1.37617;3.68295;4.48205;2.1384;9.55102;4.48148;4.6875;7.69615;3.23205;2.15869;0.33333;1.37661;0.57735;0.66153;0;0.39334;12;0;0;0;0;0;0;0;1;0;0.05838;-0.05788;0.11627;0.05439;-0.04533;0.93829;-19.34561;7.34561;-0.71131;0.73613;0.02868;-0.05867;0.08735;0.02868;-0.04598;0.61147;233.10387;0;13;0;0.05577;?;?;?;294.24005;0;214.00352;214.00352;23.44756;0;0;0;0;4.0968;4.61739;6.02351;0;0;0;0;0.151;0;1.17357;1.17357
2622;0;tr;18;18;1;6;0;0;3;10;1;1;1;5;4;2;3.05208;4.36541;4.74714;17.10671;17.09351;17.08081;5;9;612;2.31854;4.49546;7.18738;2.65932;16.05556;6.9632;5.68047;12.84455;5.80992;3.85392;1.16753;2.77061;2.0229;1.56017;0.21402;0.8552;9;1;4;0;1;0;0;3;0;0;0.44404;-0.27706;0.7211;0.08398;-0.13741;3.13623;-38.59053;30.99053;-0.78994;-0.17088;0.29846;-0.49861;0.79707;0.11382;-0.16114;3.62536;334.52069;5;7;0.01495;0.02093;?;?;2;388.2301;56.07763;258.15247;314.2301;29.41595;0;5;1;0;4.0733;3.86264;6.98164;0;0;5;0;2.6725;0;5.34315;5.34315
2623;0;tr;22;26;5;17;17;15;1;22;1;0;0;17;5;1;2.77517;3.32888;3.91622;9.52804;8.9234;8.65798;5;9;824;1.05497;3.94661;9.4888;3.09104;14.35207;4.7619;2.92195;14.23169;8.59564;7.94091;1.53863;6.72521;4.34971;5.26686;0.24432;4.25853;18;1;3;0;0;0;0;0;0;0;0.20459;-0.37656;0.58114;0.05462;-0.12605;3.78251;-18.38555;10.38555;-0.72609;1;0.12532;-0.37656;0.50187;0.06568;-0.12749;2.98456;299.36423;4;14;0.01336;0.04677;?;3;3;522.33008;41.94388;280.82355;322.76743;35.17905;1;4;1;0;1.6378;1.85879;8.28692;0;1;4;-1.50581;2;-1.50581;5.92967;7.43548
2624;0;tr;6;5;0;0;0;0;2;1;2;0;0;1;1;2;4.63018;4.96308;6.94745;17.10335;16.19051;9.16542;2;4;32;2.90113;2.36643;2.41421;1.79176;6;3.2;5.33333;4.62132;1.70711;0.67678;0.25;0.42678;0.17678;0;0;0;3;0;1;0;0;1;0;1;0;0;0.28139;-0.26223;0.54362;0.07075;-0.08491;1.42817;-8.81316;6.81316;-0.59939;1.00658;0.53963;-0.94975;1.48939;0.43712;-0.25434;3.57556;124.5892;1;3;0.00803;0.02408;?;?;?;142.33;18.27152;118.80355;137.07507;11.61423;0;1;0;0;1.9222;1.7854;2.95198;0;0;1;0;1.70624;0;2.02104;2.02104
2625;0;tr;21;23;3;15;11;11;4;17;3;0;0;15;4;3;2.7109;2.90659;3.55959;9.32256;9.04471;8.49284;5;9;882;1.29149;4.71977;8.12168;2.51641;15.87902;7.51301;5.2898;13.10193;6.40329;4.37123;0.82888;3.19747;1.40154;2.04399;0;1.38526;20;1;0;0;0;0;0;0;0;0;0.05816;-0.3003;0.35846;0.04168;-0.05001;3.22368;-18.98425;4.78425;-0.60628;0.60628;0.00778;-0.3003;0.30808;0.00778;-0.05001;1.94509;277.40332;1;19;0.0036;0.06849;?;?;?;535.16003;1.17539;353.40152;354.5769;37.77938;0;1;1;0;4.772;5.14193;9.18245;1;0;1;0;1.95;0;3.20805;3.20805
2627;0;tr;12;12;1;6;0;0;3;7;2;1;0;5;2;3;2.87083;3.92568;4.41691;35.03448;9.53241;9.17274;4;7;202;2.01848;3.42893;4.54624;2.48491;10.08333;4.88889;4;7.93072;3.01104;2.17026;0.32618;1.21529;0.72179;0.63102;0;0.35836;9;0;2;0;0;0;0;0;1;0;0.17529;-0.34336;0.51865;0.06223;-0.12446;2.34832;-15.81189;7.81189;-0.83231;0.41301;0.54373;-0.78543;1.32916;0.15591;-0.18067;4.98695;229.07056;2;8;0.00873;0.03492;?;?;5;270.05005;27.37628;188.19196;215.56824;19.95681;0;2;0;0;2.2306;2.29368;5.06939;0;0;2;0;1.43204;0;3.08849;3.08849
2628;0;tr;8;8;1;6;0;0;0;6;0;0;0;5;1;0;2.92888;4.2774;4.5;17.09363;9.04344;7.66422;3;5;62;1.83857;2.44949;2.82137;1.73287;6.125;2.52;3.67347;5.3094;2.1547;1.21823;0.33333;0.63689;0.3849;0.38689;0;0.05556;7;0;0;0;0;0;0;1;0;0;0.06125;-0.08107;0.14232;0.04585;-0.05241;0.64901;-12.04902;6.04902;-0.94975;1;0.05434;-0.06591;0.12025;0.05434;-0.05412;0.3754;126.58348;0;8;0;0.0632;?;?;?;189.81003;0;147.07727;147.07727;14.72722;0;0;0;0;2.9806;3.44735;3.67863;0;0;0;0;0.25;0;0.53;0.53
2630;1;tr;24;26;3;6;6;5;5;19;2;1;1;5;5;3;2.75254;2.94352;3.38817;35.03449;10.11311;9.69784;5;9;1188;1.43983;4.74189;8.54624;2.947;18.78106;8.58951;6.68245;14.60193;6.35337;4.70076;0.77022;3.20477;1.80967;2.09052;0;1.44034;18;1;4;0;0;0;0;0;1;0;0.2771;-0.42933;0.70644;0.08198;-0.09163;3.4264;-34.19334;14.19334;-0.68865;-0.63533;0.55435;-0.72742;1.28177;0.21145;-0.31806;6.98231;386.19617;4;15;0.01036;0.03884;?;?;2;482.58002;72.31942;281.64609;353.96552;35.4755;0;4;0;0;4.6979;3.76656;9.38356;0;0;4;0;1.43204;0;3.892;3.892
2632;1;tr;13;13;1;6;0;0;5;7;4;1;0;5;2;5;2.91053;4.17706;4.36318;9.75253;9.22052;8.52122;5;10;294;1.78928;4.39988;5.07895;2.35167;11.07692;6.45333;6.12245;8.42229;3.40281;2.28443;0.21408;1.39951;0.39857;0.75798;0;0.5059;10;1;2;0;0;0;0;0;0;0;0.10732;-0.34024;0.44756;0.04858;-0.07772;1.81515;-15.62065;8.22065;-0.87063;0.02065;0.20635;-0.64416;0.85051;0.10781;-0.16846;5.79256;179.21571;3;7;0.01674;0.03906;?;?;6;309.42004;41.28783;189.14467;230.4325;20.73298;0;2;0;0;4.464;3.93622;5.19132;0;0;2;0;0.96;0;1.82458;1.82458
2633;1;tr;13;13;1;6;0;0;2;8;1;1;0;5;3;2;2.82855;4.14509;4.24755;9.99838;9.91311;8.96279;3;6;234;2.22547;3.31276;4.45112;2.03176;11.07692;4.48148;3.3241;8.64626;3.53879;2.25337;0.62289;1.56033;1.19648;0.60422;0;0.30447;7;2;4;0;0;0;0;0;0;0;0.11737;-0.13325;0.25063;0.04616;-0.06347;1.17045;-23.09946;14.29946;-1;-0.35497;0.54332;-0.54858;1.0919;0.24685;-0.33221;6.55039;182.13354;6;1;0.03294;0.00549;?;?;2;238.64999;89.26232;106.85454;196.11685;15.75374;0;4;0;0;2.105;2.08197;4.41993;0;0;4;0;0.405;0;1.82;1.82
2634;1;tr;12;13;2;9;6;5;1;11;1;0;0;8;3;1;2.85056;4.15671;4.35932;9.78806;9.47081;8.8372;3;6;183;1.47668;3.08221;4.55873;2.48491;8.59172;3.39506;3.51562;7.56048;3.53518;2.70041;0.4318;1.63272;0.97946;0.97731;0;0.60905;7;1;4;0;0;0;0;0;0;0;0.21642;-0.35657;0.573;0.09615;-0.23076;3.1828;-24.03554;16.63554;-0.68345;0.04783;0.21794;-0.67956;0.8975;0.14432;-0.30633;5.04714;167.1189;5;2;0.02992;0.01197;?;4;2;215.55002;73.26355;86.71336;159.9769;14.05995;1;4;0;0;2.6524;2.18671;3.9328;0;1;4;-2.76488;1.21;-2.76488;3.67003;6.43491
2635;1;tr;15;15;1;6;0;0;3;9;1;1;1;5;4;2;2.81015;3.89995;4.29262;10.00236;9.91557;9.58746;4;7;354;2.29415;3.74929;5.04869;2.70805;13.06667;5.36508;4.16529;9.85337;4.10135;2.43194;0.758;1.53496;1.29672;0.90743;0;0.50878;7;2;6;0;0;0;0;0;0;0;0.29676;-0.32626;0.62302;0.10137;-0.11263;2.80039;-31.01113;20.21113;-1;-0.35601;0.66263;-0.80842;1.47106;0.2795;-0.48639;9.57106;212.11646;8;-1;0.03772;-0.00471;?;?;2;246.09;130.09283;80.03056;210.12338;15.71305;0;6;0;1;1.2232;2.0817;4.60709;0;1;6;-3.155;0.7;-3.155;2.77026;5.92526
2636;1;tr;12;11;0;0;0;0;5;4;5;0;0;4;3;5;4.02176;4.2343;4.70604;9.80373;9.42652;7.96144;4;8;241;3.39925;4.1833;4.99917;2.48491;12;7.63889;6.25;8.60445;3.53788;2.28618;0.32198;1.35646;0.63004;0.6919;0;0.39414;7;3;2;0;0;0;0;0;0;0;0.30294;-0.26071;0.56364;0.05425;-0.10849;2.57168;-13.71572;10.31572;-1.11548;0.27946;0.68485;-0.86798;1.55283;0.34735;-0.24871;6.4283;173.21291;5;2;0.02887;0.01155;?;2;4;306.57004;83.17728;159.72142;242.8987;19.03162;2;2;0;0;2.9813;1.79442;4.66262;0;2;4;-1.28492;2;-2.56984;3.56571;6.13556
2637;1;tr;29;31;3;16;15;15;5;21;1;1;0;7;7;2;3.11155;3.32769;3.73001;9.69221;9.65363;9.52675;6;10;1905;1.5704;5.20065;11.52259;3.3673;23.65869;8.50146;5.43752;19.66492;11.00949;9.30922;2.8381;6.23818;7.23765;4.06234;1.14557;2.75383;21;1;7;0;0;0;0;0;0;0;0.30289;-0.36199;0.66489;0.06827;-0.16064;5.05681;-32.291;20.091;-1;-0.72528;0.7367;-2.3132;3.04989;0.29816;-0.40703;24.13688;406.44952;8;13;0.01968;0.03198;?;5;5;682.07001;103.75187;382.16196;485.91382;43.74776;1;4;1;0;0.0485;1.67977;10.36467;0;1;7;-2.27197;1.43147;-2.27197;5.83264;8.10461
2638;1;tr;20;23;4;18;14;14;0;21;0;0;0;17;4;0;2.25393;2.72215;3.3132;9.76038;9.32584;8.79893;5;9;720;1.08161;4.26491;7.05342;2.99573;13.64839;5.32526;4.02337;11.7735;5.60844;4.28584;0.74402;3.19075;1.68261;2.00179;0;1.30931;19;0;1;0;0;0;0;0;0;0;0.21014;-0.35103;0.56117;0.06084;-0.05408;4.08917;-29.30537;8.30537;-0.43864;0.45803;0.14422;-0.28604;0.43026;0.14422;-0.05344;2.05604;258.31387;1;18;0.00387;0.06968;?;?;?;438.46005;22.87096;252.76558;275.63654;32.40105;1;1;0;0;4.774;5.6577;8.219;1;1;1;-2.61;0.87833;-2.61;2.91293;5.52293
2639;1;tr;4;3;0;0;0;0;0;1;0;0;0;1;1;0;3.79853;7.4549;9;9.74657;9;7.4549;1;2;9;2.74919;1.58114;1.35355;1.03972;4;1.33333;0;3.20711;1.20711;0;0.35355;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0.26414;-0.17256;0.4367;0.12666;-0.12666;0.69144;-14.44432;12.24432;-0.89186;1.22216;0.3365;-0.16618;0.50268;0.3365;-0.15078;0.50268;64.03409;0;4;0;0.06247;?;?;?;64.52;0;73.67939;73.67939;4.07873;0;0;0;0;1.1144;1.86593;1.30634;0;0;0;0;0.05;0;0.14;0.14
2640;1;tr;20;23;4;17;14;13;0;20;0;0;0;16;4;0;2.41163;3.19439;3.64183;9.60172;8.96062;8.54402;5;9;707;1.10164;4.18959;7.92719;2.99573;13.64839;5.02531;3.8144;12.66277;6.68263;5.49563;0.98408;3.80044;2.47711;2.49493;0;1.73941;18;0;2;0;0;0;0;0;0;0;0.20459;-0.37638;0.58097;0.06464;-0.07182;4.05614;-16.12943;3.12943;-0.49847;0.49847;0.1183;-0.37638;0.49468;0.11539;-0.07182;3.15507;266.33432;2;16;0.00751;0.06007;3;3;3;469.38;45.11796;249.56235;294.6803;32.9357;2;2;0;0;3.4164;3.53388;8.04958;0;2;2;-1.50581;1.6;-3.01163;4.06118;7.07281
2641;0;tr;17;18;2;10;6;6;3;12;2;2;2;10;3;2;2.56765;3.36008;4.00511;10.21086;9.263;8.61868;4;8;506;1.56707;4.20958;6.64543;2.67012;13.4321;5.76;4.30178;11.21518;5.09238;3.84929;0.70347;2.83821;1.52732;1.34257;0;0.94998;14;1;2;0;0;0;0;0;0;0;0.34229;-0.42042;0.76271;0.05011;-0.12027;3.10933;-19.06075;6.46075;-0.73083;-0.62951;0.62414;-1.00802;1.63216;0.21126;-0.2506;5.73686;231.29028;2;12;0.00865;0.05188;?;?;2;409.66003;28.5617;256.48123;285.04294;27.70298;0;3;1;0;3.206;3.51183;6.8684;0;0;3;0;1.3;0;3.16041;3.16041
2642;0;tr;18;19;2;6;6;0;1;12;1;0;0;5;2;1;2.75146;3.10755;4.15577;35.0348;35.0348;35.03455;5;9;555;1.69885;4.05276;6.5594;1.73513;14.40997;5.55102;4.26667;12.3094;5.54744;3.60406;1.03568;3.14872;1.7187;1.49103;0;0.82885;12;0;0;0;0;0;0;0;6;0;0.05888;-0.04637;0.10525;0.03445;-0.04135;0.84202;-34.51141;22.51141;-0.66041;0.75623;0.03454;-0.05386;0.0884;0.03249;-0.03587;0.50008;627.58417;0;18;0;0.02868;?;?;?;381.74002;0;338.22083;338.22083;37.05544;0;0;0;0;7.8388;8.1699;9.89229;2;0;0;0;0.1475;0;1.21771;1.21771
