ID;ames;set;ACDlogD65;ACDlogD74;ACDlogP;GClogP;NNlogP;ClogP;HBA_nonLipinski;HBD_nonLipinski;HBA;HBD;HB_sum;HBA_Selma;HBD_Selma;HBA_Raevsky;HBD_Raevsky;HBAmax;HBDmax;HBAsum;HBDsum;HBsumTotal;PSA;SAS_HB_A_AREA;SAS_HB_D_AREA;SAS_POL_AREA;SPEC_HB_TOT;SPEC_SAS_HB_A_AREA;SPEC_SAS_HB_D_AREA;SPEC_SAS_POL_AREA;SPEC_VDW_HB_A_AREA;SPEC_VDW_HB_D_AREA;SPEC_VDW_POL_AREA;VDW_HB_A_AREA;VDW_HB_D_AREA;VDW_POL_AREA;PSA_percentage;CMR;RotBond;VOL;GraphDiameter;GraphRadius;M1M;M2M;M3M;MolVol2D;MW;MolFlex;VDW_AREA;NPSA;AREA;NPSA_percentage;OVAL_NEW;SAS_NONPOL_AREA;SAS_TOT_AREA;SPEC_FLEX_BND;SPEC_SAS_NONPOL_AREA;SPEC_VDW_NONPOL_AREA;VDW_NONPOL_AREA;FractionNeutral;FractionIonized;Acid;Base;Neutral;Zwitterion;AverNegCharge_GM;AverNegCharge_GH;AverPosCharge_GM;AverPosCharge_GH;ChargeRang_GM;ChargeRange_GH;CHARGED;CHARGES;DipoleMomGH;DipoleMomGM;HOMO;LUMO;HuckelPiEnergy;HuckelResEnergy;MaxNegChargeGM;MaxPosChargeGM;MaxNegChargeGH;MaxPosChargeGH;MM_FHADSA;MM_FHASA;MM_FHDSA;MM_HACA;MM_HADCA;MM_HADSA;MM_HASA;MM_HDCA;MM_HDSA;MM_MAXNEG;MM_MAXPOS;MM_PCWT;MM_QMIN;MM_QC;MM_QH;MM_QN;MM_QnegMean;MM_QnegVar;MM_QO;MM_QON;MM_QposMean;MM_QposVar;MM_RNCS;MM_SAS_EP_N_AREA;MM_SAS_EP_N_MEAN;MM_SAS_EP_N_SUM;MM_SAS_EP_N_VAR;MM_SAS_EP_P_AREA;MM_SAS_EP_P_MEAN;MM_SAS_EP_P_SUM;MM_SAS_EP_P_VAR;MM_SPEC_SAS_EP_N_AREA;MM_SPEC_SAS_EP_P_AREA;MM_SPEC_VDW_EP_N_AREA;MM_SPEC_VDW_EP_P_AREA;MM_VDW_EP_N_AREA;MM_VDW_EP_N_MEAN;MM_VDW_EP_N_SUM;MM_VDW_EP_N_VAR;MM_VDW_EP_P_AREA;MM_VDW_EP_P_MEAN;MM_VDW_EP_P_SUM;MM_VDW_EP_P_VAR;NegIonCenters;NEG_charges;NEL_HCNOS;NEL_all;Polarizability;PosIonCenters;POS_charges;Amine1;Amine2;Amine3;AromCount;AtomCount;BromineCount;CarbonCount;ChlorineCount;FluorineCount;HAROM;HeavyAtomCount;IodineCount;MaxRing1;MaxRing2;MaxRing3;MWNPat;MWPat;MWSHDA;OxygenCount;NitrogenCount;NHCount;OHCount;PhosphorusCount;SulfurCount;HalogenCount;SiliconCount;RingCount;NonpolarCount;NonpolarCountMW;NPAT;BondCount;RigidbondCount;PAT;PolarCount;PolarCountMW;PIAT;QUATER;Balaban;IC;Kappa1;Kappa2;Kappa3;Chi0;Chi2;Chi3c;Chi3p;Chi4c;Chi4p;Chi5c;Chi5p;Chi6p;MaxEV1;MaxEV2;MaxEV3;MinEV1;MinEV2;MinEV3;MindistAA;MindistDA;MindistDD;Motoc;Randic;Wiener;SIC;Lipinski;SELMA_GC_type_000;SELMA_GC_type_001;SELMA_GC_type_002;SELMA_GC_type_003;SELMA_GC_type_004;SELMA_GC_type_005;SELMA_GC_type_006;SELMA_GC_type_007;SELMA_GC_type_008;SELMA_GC_type_009;SELMA_GC_type_010;SELMA_GC_type_011;SELMA_GC_type_012;SELMA_GC_type_013;SELMA_GC_type_014;SELMA_GC_type_015;SELMA_GC_type_016;SELMA_GC_type_017;SELMA_GC_type_018;SELMA_GC_type_019;SELMA_GC_type_020;SELMA_GC_type_021;SELMA_GC_type_022;SELMA_GC_type_023;SELMA_GC_type_024;SELMA_GC_type_025;SELMA_GC_type_026;SELMA_GC_type_027;SELMA_GC_type_028;SELMA_GC_type_029;SELMA_GC_type_030;SELMA_GC_type_031;SELMA_GC_type_032;SELMA_GC_type_033;SELMA_GC_type_034;SELMA_GC_type_035;SELMA_GC_type_036;SELMA_GC_type_037;SELMA_GC_type_038;SELMA_GC_type_039;SELMA_GC_type_040;SELMA_GC_type_041;SELMA_GC_type_042;SELMA_GC_type_043;SELMA_GC_type_044;SELMA_GC_type_045;SELMA_GC_type_046;SELMA_GC_type_047;SELMA_GC_type_048;SELMA_GC_type_049;SELMA_GC_type_050;SELMA_GC_type_051;SELMA_GC_type_052;SELMA_GC_type_053;SELMA_GC_type_054;SELMA_GC_type_055;SELMA_GC_type_056;SELMA_GC_type_057;SELMA_GC_type_058;SELMA_GC_type_059;SELMA_GC_type_060;SELMA_GC_type_061;SELMA_GC_type_062;SELMA_GC_type_063;SELMA_GC_type_064;SELMA_GC_type_065;SELMA_GC_type_066;SELMA_GC_type_067;SELMA_GC_type_068;SELMA_GC_type_069;SELMA_GC_type_070;SELMA_GC_type_071;SELMA_GC_type_072;SELMA_GC_type_073;SELMA_GC_type_074;SELMA_GC_type_075;SELMA_GC_type_076;SELMA_GC_type_077;SELMA_GC_type_078;SELMA_GC_type_079;SELMA_GC_type_080;SELMA_GC_type_081;SELMA_GC_type_082;SELMA_GC_type_083;SELMA_GC_type_084;SELMA_GC_type_085;SELMA_GC_type_086;SELMA_GC_type_087;SELMA_GC_type_088;SELMA_GC_type_089;SELMA_GC_type_090;SELMA_GC_type_091;SELMA_GC_type_092;SELMA_GC_type_093;SELMA_GC_type_094;SELMA_GC_type_095;SELMA_GC_type_096;SELMA_GC_type_097;SELMA_GC_type_098;SELMA_GC_type_099;SELMA_GC_type_100;SELMA_GC_type_101;SELMA_GC_type_102;SELMA_GC_type_103;SELMA_GC_type_104;SELMA_GC_type_105;SELMA_GC_type_106;SELMA_GC_type_107;SELMA_GC_type_108;SELMA_GC_type_109;SELMA_GC_type_110;SELMA_GC_type_111;SELMA_GC_type_112;SELMA_GC_type_113;SELMA_GC_type_114;SELMA_GC_type_115;SELMA_GC_type_116;SELMA_GC_type_117;SELMA_GC_type_118;SELMA_GC_type_119;SELMA_GC_type_120
5403;?;ts;-2.32;-3.22;0.631;0.835;0.614;1.196;3;1;3;1;4;3;0;3;1;1.423;-3.349;2.943;-3.349;6.293;49.62;62.07;63.42;125.5;0.4444;0.1779;0.1818;0.3597;0.1875;0.138;0.3254;30.72;22.61;53.32;26.58;3.302;5;123.8;7;4;50.3;3.059;0.3772;233.4;132.2;4.189;163.9;137.1;186.7;73.42;1.019;223.4;348.9;0.5556;0.6403;0.6746;110.5;0.0001409;0.9999;1;0;0;0;-0.1833;-0.2556;0.0733;0.3028;0.6552;1.533;1;1;5.214;2.809;-1.404;0.7886;-7.577;5.577;-0.3659;0.2893;-0.8098;0.7231;3.914;2.094;0.4924;0.3432;0.6413;0.0501;0.02681;0.08069;0.006303;-0.65;0.659;-7.624;-0.65;1.28;0.5;0;-0.1047;0.2268;1.78;1.78;0.09889;0.1976;6.697;151.7;-22.81;-3.734;21.06;197.2;15.88;3.085;10.96;0.4347;0.5653;0.4494;0.5506;73.64;-50.23;-4.562;58.23;90.22;49.91;4.1;51.18;1;1;72;72;14.25;0;0;0;0;0;0;21;0;6;0;0;0;9;0;0;0;0;18.88;18.88;25.17;3;0;0;1;0;0;0;0;0;3;0.0227;3;8;1;3;3;0.0227;2;0;2.93;2.197;9;6.125;8;6.743;2.768;0.25;1.457;0.1768;0.8536;0;0.4786;0.2393;9.562;8.76;8;4.088;4.344;5.209;2;?;?;3.651;3.914;114;0.2387;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;2;0;0;1;2;2;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5411;?;ts;2.03;2.03;2.027;1.717;1.816;2.134;0;0;0;0;0;0;0;0;0;0.4;0;0.4;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.346;0;74.17;2;1;15.27;4.805;0.7583;129.7;123;0;100.5;118.5;118.5;100;0.9566;237.1;237.1;0;1;1;100.5;1;0;0;0;1;0;-0.0639;?;0.024;?;0.1252;?;0;0;?;0.3272;?;?;?;?;-0.0855;0.0397;?;?;0;0;0;0;0;0;0;0;0;-0.23;0.23;-2.213;-0.23;0.23;0;0;-0.023;0.069;0;0;0.023;0.069;33.29;98.15;-13.25;-1.433;8.088;138.9;10.85;1.508;6.067;0.414;0.586;0.3404;0.6596;34.22;-41.24;-1.424;18.55;66.31;25.67;1.796;15.71;0;0;25;60;10.12;0;0;0;0;0;0;11;1;3;0;0;0;4;0;0;0;0;44.72;0;0;0;0;0;0;0;0;1;0;0;4;0.0325;4;3;0;0;0;0;1;0;2.749;1.04;4;1.333;0;3.577;1.732;0.5774;0;0;0;0;0;0;35.03;7.396;6;4.569;6;7.396;?;?;?;1.581;1.732;9;0.2387;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5412;?;ts;2.49;2.49;2.488;0.84;1.641;0.803;4;1;4;1;5;4;1;4;1;0.86;-1.588;2.921;-1.588;4.509;59.91;78.43;57.33;97.75;0.5;0.2148;0.157;0.2678;0.3059;0.1268;0.3293;55.33;22.94;59.58;28.13;4.105;4;139.9;7;4;34.21;5.875;2.811;267.1;146.2;3.666;180.9;153.1;213;71.87;1.062;267.3;365;0.4;0.7322;0.6707;121.3;1;0;0;0;1;0;-0.1128;-0.1128;0.0564;0.1362;0.4904;0.4536;0;0;1.523;2.488;-1.5;0.5;-3;1;-0.2429;0.2475;-0.2429;0.2107;2.159;1.821;0.3388;0.3294;0.3907;0.02905;0.02449;0.06129;0.004557;-0.4;0.526;-7.159;-0.4;0.772;0.4;0.492;-0.05581;0.1183;0.68;1.172;0.0586;0.1464;6.379;191.3;-9.117;-1.819;7.897;173.8;6.319;1.061;6.742;0.524;0.476;0.5025;0.4975;90.9;-36.3;-3.934;31.43;90.01;24.75;2.071;36.19;0;0;80;80;16.35;2;0;0;0;0;0;24;0;6;0;0;0;10;0;0;0;0;12.18;24.36;30.46;2;2;0;1;0;0;0;0;0;2;0.0137;2;9;1;4;4;0.0274;2;0;3.373;2.164;10;4.76;5.531;7.776;3.533;1.051;1.936;1.164;0.6869;0.322;0.3923;0.2845;9.471;9.081;7.683;3.973;4.456;5.128;1;1;?;3.49;4.298;138;0.2826;0;3;3;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;1;0;2;6;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5414;?;ts;-0.45;-0.45;-0.453;0.671;0.768;-0.367;3;1;3;1;4;3;1;3;1;1.57;-1.5;3.67;-1.5;5.17;50.25;101.8;63.05;138.7;0.4444;0.3352;0.2077;0.4568;0.2785;0.1637;0.3997;38.73;22.77;55.59;34.65;3.019;2;106.6;6;3;33.31;7.516;1.113;181.1;126.1;1.047;139.1;94.75;145;65.35;0.9369;164.9;303.6;0.2222;0.5432;0.6003;83.47;1;0;0;0;1;0;-0.2324;-0.6469;0.1162;0.3946;0.6629;1.808;0;0;5.007;3.498;-1;-0.6939;-9.728;3.128;-0.4537;0.2092;-1.055;0.7526;3.854;3.347;0.5073;0.4654;0.5359;0.04545;0.03946;0.07055;0.005983;-0.68;0.595;-7.686;-0.68;1.45;0.76;0;-0.2338;0.2437;1.53;1.53;0.2078;0.2078;6.705;135.7;-37.4;-5.126;21.99;167.9;27.92;4.499;12.49;0.447;0.553;0.4889;0.5111;67.99;-96.73;-6.492;51.41;71.07;83.27;5.331;42.89;0;0;66;66;11.72;0;0;0;0;0;5;15;0;6;0;0;2;9;0;5;0;0;25.22;25.22;33.63;3;0;0;1;0;0;0;0;1;4;0.0317;3;9;6;3;2;0.0159;7;0;1.84;2.197;7.111;3.24;4.5;5.853;2.301;0.2622;1.681;0.5101;0.7523;0;0.4397;0.1748;9.848;9.23;8.446;3.414;3.736;4.87;3;3;?;2.843;3.375;91;0.4036;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;4;0;1;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5420;?;ts;-3.23;-3.23;-3.231;-2.022;-1.268;-2.193;9;5;10;5;14;10;5;10;5;1.286;-2;9.36;-8.474;17.83;144.6;215.5;223.8;293.7;0.6667;0.4283;0.4448;0.5839;0.4585;0.3549;0.546;130.1;100.7;155;47.59;6.912;5;237.8;11;6;100.1;13.21;3.903;438;297.3;8.379;283.8;159.3;303.9;52.41;1.09;209.4;503.1;0.1905;0.4161;0.454;128.9;1;0;0;0;1;0;-0.307;-0.3465;0.1181;0.2035;0.5972;0.9684;0;0;7.18;7.167;-0.861;-0.5815;-16.76;6.76;-0.3885;0.2087;-0.4594;0.5089;5.515;4.668;0.8473;1.325;1.565;0.09291;0.07864;0.2405;0.01427;-0.8691;0.6491;-19.49;-0.8691;3.554;2.3;2.669;-0.3471;0.3339;3.28;5.949;0.2186;0.1955;1.546;288.5;-30.92;-9.434;21.2;214.6;32.68;6.862;21.44;0.5735;0.4265;0.5686;0.4314;161.4;-91.56;-15.19;52.78;122.5;88.95;10.35;56.02;0;0;156;156;26.73;1;0;0;0;0;9;36;0;11;0;0;3;21;0;9;6;5;8.258;82.58;115.6;5;5;1;4;0;0;0;0;3;5;0.0168;1;23;14;10;6;0.0202;9;0;1.274;3.045;15.88;6.63;5.29;14.1;7.341;1.041;6.388;3.068;4.395;0;2.907;1.99;9.958;9.151;8.907;2.915;3.729;4.098;2;2;2;4.843;8.969;893;0.2933;0;0;0;0;0;0;0;1;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;5;3;2;5;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5424;?;ts;0.99;0.99;0.987;1.853;1.904;1.044;1;0;1;0;1;1;0;1;0;1.27;0;1.645;0;1.645;10.24;26.61;0;26.61;0.125;0.1046;0;0.1046;0.1125;0;0.1125;12.79;0;12.79;9.001;2.508;0;86.16;4;3;25.25;12.05;0;136.7;115.1;-0.5237;113.7;103.6;113.8;91;0.8871;227.8;254.4;0;0.8954;0.8875;100.9;1;0;0;0;1;0;-0.1039;-0.1396;0.1246;0.325;0.409;0.7569;0;0;1.426;1.221;-0.8906;0.8743;-20.8;14.8;-0.1911;0.2179;-0.4318;0.325;1.829;1.829;0;0.208;0.208;0.0195;0.0195;0;0;-0.62;0.5;-5.628;-0.62;1.45;0.45;0.62;-0.2417;0.1701;0;0.62;0.29;0.1715;5.469;127.9;-24.99;-3.219;14.59;126.6;26.56;3.177;11.5;0.5025;0.4975;0.4541;0.5459;51.63;-61.88;-3.26;35.81;62.05;65.67;3.277;36.4;0;0;40;58;9.39;1;0;0;0;0;6;11;0;5;0;2;3;8;0;6;0;0;62.77;10.46;10.46;0;1;0;0;0;0;2;0;1;7;0.0608;6;8;6;1;0;0;8;0;1.865;1.56;6.125;2.52;3.674;5.309;2.158;0.3333;1.174;0.3591;0.807;0;0.2202;0.1037;9.777;9.37;8.621;3.071;4.388;4.742;?;?;?;2.383;2.821;61;0.4119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5431;?;ts;4.61;4.61;4.609;3.69;3.826;4.183;2;2;2;2;4;2;2;2;2;1.6;-1.506;5.461;-3.012;8.473;45.12;67.72;100.5;100.5;0.1667;0.1354;0.2009;0.2009;0.1163;0.1445;0.1445;34.93;43.42;43.42;14.12;9.711;0;266.6;10;5;67.04;28.65;2.887;517.4;312.4;4.713;300.4;274.4;319.5;85.88;1.026;399.7;500.2;0;0.7991;0.8555;257;1;0;0;0;1;0;-0.066;-0.066;0.0807;0.1155;0.581;0.495;0;0;3.188;4.777;-0.405;0.405;-27.55;4.55;-0.3764;0.2046;-0.3764;0.1186;1.408;1.091;0.3166;0.3279;0.423;0.02441;0.01892;0.09512;0.005488;-0.68;0.4235;-13;-0.68;2.98;2.6;0;-0.1509;0.182;1.36;1.36;0.1388;0.1361;3.417;234.5;-26.51;-6.24;19.17;265.7;16.59;4.312;12.61;0.4688;0.5312;0.5947;0.4053;178.7;-75.31;-13.38;41.32;121.8;62.09;6.585;36.81;0;0;164;164;37.71;0;0;0;0;0;18;40;0;22;0;0;11;24;0;22;18;18;156.2;15.62;31.24;2;0;0;2;0;0;0;0;5;20;0.064;20;28;26;2;2;0.0064;20;0;0.9941;3.178;16.19;6.311;4.412;14.08;7.125;0.9588;5.784;2.445;4.277;0;2.788;1.994;9.771;9.294;8.911;2.233;2.714;3.201;3;3;3;4.622;8.791;1140;0.2275;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5433;?;ts;4.26;4.26;4.265;3.879;4.725;4.279;1;1;2;1;2;2;1;2;1;1.645;-2.64;3.842;-2.64;6.482;23.44;41.01;57.16;59.49;0.1053;0.09339;0.1302;0.1355;0.07515;0.09268;0.1122;18.04;22.25;26.94;9.079;7.799;0;213.4;7;4;42.38;23.63;2.036;411.4;247.3;1.047;240;234.8;258.2;90.92;0.9655;379.6;439.1;0;0.8645;0.8878;213.1;0.9886;0.01145;0;0;1;0;-0.0838;-0.1287;0.0573;0.1014;0.5707;0.669;0;0;3.503;3.927;-0.531;-0.4213;-27.7;7.7;-0.3563;0.2144;-0.4498;0.2192;0.8564;0.6081;0.2482;0.146;0.2056;0.01327;0.009422;0.05958;0.003846;-0.5325;0.45;-11.02;-0.5325;1.991;1.8;0.0476;-0.115;0.131;0.5325;0.5801;0.1041;0.1095;4.395;216.5;-21.37;-4.87;16.45;222.6;16.42;3.669;13.5;0.4931;0.5069;0.5592;0.4408;134.2;-64.7;-8.72;36.93;105.8;54.04;5.167;39.56;0;0;130;130;29.92;0;0;0;0;0;17;32;0;17;0;0;9;19;0;17;14;13;115.9;15.46;15.46;1;1;0;1;0;0;0;0;4;16;0.0647;15;22;20;2;1;0.004;17;0;1.1;2.944;12.72;4.777;3.986;11.27;5.605;0.7902;4.252;1.662;3.091;0;2.043;1.339;9.872;9.38;8.874;2.285;2.916;3.473;6;6;?;3.922;6.881;604;0.2508;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;5;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5444;?;ts;-0.33;-0.33;-0.328;0.18;0.403;-1.346;3;0;3;0;3;3;0;3;0;1.482;0;3.115;0;3.115;27.83;101.3;0;101.3;0.25;0.315;0;0.315;0.2808;0;0.2808;44.64;0;44.64;20.02;4.107;0;134.6;5;3;28.12;11.97;1.577;240.8;161.2;6.284;159;111.2;139;79.98;0.7428;220.2;321.5;0;0.685;0.7192;114.3;0.9954;0.004595;0;0;1;0;-0.2123;-0.2423;0.0758;0.1082;0.4891;0.6046;0;0;2.324;2.622;-1;0.841;-8.549;2.549;-0.3573;0.1318;-0.4482;0.1564;2.277;2.277;0;0.3619;0.3619;0.02871;0.02871;0;0;-0.62;0.278;-4.617;-0.62;1.026;0.85;0.62;-0.2573;0.1863;0.592;1.212;0.1188;0.05845;5.007;145.9;-31.34;-4.683;19.39;175.6;23.91;4.116;11.29;0.4538;0.5462;0.4981;0.5019;79.19;-84.02;-6.582;42.92;79.79;68.91;4.976;26.9;0;0;84;84;16.7;1;0;0;0;0;6;19;0;9;0;0;4;12;0;12;11;11;50.89;25.45;25.45;2;1;0;0;0;0;0;0;4;7;0.0434;6;15;15;3;2;0.0124;6;0;0.9564;2.485;6.453;3.395;2.493;7.033;3.698;0.6745;3.045;1.242;2.38;0;1.552;0.9153;9.51;9.063;8.918;2.961;4.069;4.543;3;?;?;2.802;5.038;168;0.2847;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5445;?;ts;9.54;9.54;9.545;7.574;8.161;9.226;4;0;4;0;4;2;0;4;0;1.149;0;2.802;0;2.802;54.13;75.99;0;85.4;0.1429;0.09881;0;0.111;0.08259;0;0.1265;36.68;0;56.17;9.967;11.41;14;373.3;19;10;208.5;11.53;2.587;766.5;390.6;14.14;444.1;489;543.1;90.03;1.341;683.7;769.1;0.5714;0.889;0.8735;387.9;0.9886;0.01145;0;0;1;0;-0.0907;-0.1252;0.0454;0.2631;0.609;1.494;0;0;9.859;4.605;-1;0.3322;-23.84;13.84;-0.3064;0.3026;-0.8228;0.6711;0.5217;0.5217;0;0.2317;0.2317;0.01099;0.01099;0;0;-0.57;0.6338;-11.71;-0.57;2.6;0.6;0;-0.04643;0.1329;2;2;0.04483;0.1279;4.021;169.1;-14.42;-2.667;12.64;600;4.859;2.91;3.219;0.2198;0.7802;0.1818;0.8182;80.73;-46.72;-4.15;45.91;363.4;15.18;5.603;16.35;0;0;214;214;50.13;0;0;0;0;0;6;66;0;24;0;0;4;28;0;6;0;0;118.4;23.67;23.67;4;0;0;0;0;0;0;0;1;20;0.0512;20;28;10;4;4;0.0102;10;0;2.086;2.54;26.04;15.79;12.34;19.36;8.695;0.8249;6.497;1.879;4.078;0;2.646;1.712;9.692;9.612;8.909;2.836;3.776;3.98;7;?;?;8.197;12.01;2630;0.2116;1;0;4;8;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;28;8;0;0;0;0;2;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5448;?;ts;-4.74;-5.64;1.669;1.448;1.73;1.685;2;1;2;1;3;2;0;2;1;0.8;-4.75;1.03;-4.75;5.78;40.83;46.27;52.45;98.73;0.4286;0.1635;0.1853;0.3488;0.146;0.1662;0.3122;19.34;22.03;41.37;29.64;2.768;1;99.88;3;2;27.65;23.96;19.23;122.6;163.4;0.5237;132.5;96.94;137.8;70.36;1.155;184.3;283.1;0.1429;0.6512;0.6878;91.14;4.91E-08;1;1;0;0;0;-0.1613;-0.248;0.2688;0.5105;0.6397;1.557;1;1;2.213;1.435;-1.404;0.7886;-7.577;5.577;-0.3278;0.3119;-0.8109;0.7457;4.117;1.643;0.6787;0.2178;0.5455;0.04739;0.01892;0.08993;0.007813;-0.65;0.931;-6.223;-0.65;1.59;0.5;0;-0.418;0.1588;1.22;1.22;0.6967;0.178;5.517;181.8;-11.79;-2.122;7.808;101.3;25.4;2.284;19.21;0.6422;0.3578;0.5281;0.4719;69.97;-36.93;-2.515;26.32;62.54;90.1;4.464;78.87;1;1;29;80;10.48;0;0;0;0;0;0;8;0;2;3;0;0;7;0;0;0;0;61.27;40.85;61.27;2;0;0;1;0;0;3;0;0;3;0.0184;3;6;1;2;2;0.0122;5;0;3.607;1.475;7;1.852;2.667;5.707;3.03;1.427;1.28;1.811;0;0.4268;0;0;17.27;17;17;4.111;6.093;8;2;?;?;2.138;2.604;42;0.4583;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
